table_name,field_name,language,translation,record_id,record_sub_id,field_value
stops,stop_name,ja-Hrkt,いぐさいっちょうめ、井草１丁目、井草1丁目,,,井草一丁目
stops,stop_name,ja,井草二丁目,,,井草二丁目
stops,stop_name,en,Igusa 2-chome,,,井草二丁目
stops,stop_name,ja-Hrkt,いぐさにちょうめ、井草2丁目、井草2丁目,,,井草二丁目
stops,stop_name,ja,井草八幡宮,,,井草八幡宮
stops,stop_name,en,Igusa Hachimangu,,,井草八幡宮
stops,stop_name,ja-Hrkt,いぐさはちまんぐう,,,井草八幡宮
stops,stop_name,ja,井草森公園,,,井草森公園
stops,stop_name,en,Igusamori Koen,,,井草森公園
stops,stop_name,ja-Hrkt,いぐさのもりこうえん,,,井草森公園
stops,stop_name,ja,井荻小学校入口,,,井荻小学校入口
stops,stop_name,en,Iogi Shogakko Iriguchi,,,井荻小学校入口
stops,stop_name,ja-Hrkt,いおぎしょうがっこういりぐち,,,井荻小学校入口
stops,stop_name,ja,井荻駅,,,井荻駅
stops,stop_name,en,Iogi Station,,,井荻駅
stops,stop_name,ja-Hrkt,いおぎえき,,,井荻駅
stops,stop_name,ja,井荻駅入口,,,井荻駅入口
stops,stop_name,en,Iogi Station Iriguchi,,,井荻駅入口
stops,stop_name,ja-Hrkt,いおぎえきいりぐち,,,井荻駅入口
stops,stop_name,ja,亜細亜大学北,,,亜細亜大学北
stops,stop_name,en,Asia University Kita,,,亜細亜大学北
stops,stop_name,ja-Hrkt,あじあだいがくきた,,,亜細亜大学北
stops,stop_name,ja,交番前,,,交番前
stops,stop_name,en,Koban Mae,,,交番前
stops,stop_name,ja-Hrkt,こうばんまえ,,,交番前
stops,stop_name,ja,人見街道（すぎ丸）,,,人見街道（すぎ丸）
stops,stop_name,en,Hitomi Kaido,,,人見街道（すぎ丸）
stops,stop_name,ja-Hrkt,ひとみかいどう（すぎまる）,,,人見街道（すぎ丸）
stops,stop_name,ja,今川一丁目,,,今川一丁目
stops,stop_name,en,Imagawa 1-chome,,,今川一丁目
stops,stop_name,ja-Hrkt,いまがわいっちょうめ、今川１丁目、今川1丁目,,,今川一丁目
stops,stop_name,ja,今川三丁目,,,今川三丁目
stops,stop_name,en,Imagawa 3-chome,,,今川三丁目
