stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
4521_0,,江古田の森,,35.729562,139.666572,,,0,4521,,,
4521_1,,江古田の森,,35.729560,139.666300,,,0,4521,,,
4521_2,,江古田の森,,35.729546,139.666590,,,0,4521,,,
4525_1,,南蔵院通り,,35.730095,139.647450,,,0,4525,,,
4527_1,,豊玉こうしん通り,,35.732697,139.654540,,,0,4527,,,
4527_2,,豊玉こうしん通り,,35.733105,139.654700,,,0,4527,,,
4529_1,,練馬区役所東,,35.735966,139.655090,,,0,4529,,,
50001_1,,大和区民活動センター,,35.713697,139.648722,,,0,50001,,,
50001_2,,大和区民活動センター,,35.713686,139.648660,,,0,50001,,,
50003_1,,若宮幼稚園入口,,35.718228,139.644984,,,0,50003,,,
50004_1,,若宮交番西,,35.716090,139.644058,,,0,50004,,,
50004_2,,若宮交番西,,35.716550,139.643162,,,0,50004,,,
50005_1,,鷺宮区民活動センター分室北,,35.717635,139.638420,,,0,50005,,,
50006_1,,白鷺せせらぎ公園,,35.716586,139.640668,,,0,50006,,,
50010_1,,やまと診療所前,,35.710914,139.649755,,,0,50010,,,
50011_1,,川北橋南,,35.715636,139.647538,,,0,50011,,,
50011_2,,川北橋南,,35.715585,139.647653,,,0,50011,,,
50012_1,,鷺宮地域区民センター分室西,,35.717475,139.638150,,,0,50012,,,
50013_2,,わかさぎ公園,,35.717327,139.640705,,,0,50013,,,
50014_2,,洗心寮跡,,35.717015,139.646954,,,0,50014,,,
50015_5,,高円寺通り(こうえんじとおり),,35.709620,139.650360,,,0,50015,,,
50015_6,,高円寺通り(こうえんじとおり),,35.709560,139.650435,,,0,50015,,,
5101_0,,荻窪駅南口,,35.704178,139.619764,,,0,5101,,,
5101_1,,荻窪駅南口,,35.704235,139.620590,,,0,5101,,,
5101_2,,荻窪駅南口,,35.704210,139.620320,,,0,5101,,,
5101_3,,荻窪駅南口,,35.704205,139.620120,,,0,5101,,,
5101_4,,荻窪駅南口,,35.704205,139.619890,,,0,5101,,,
5103_1,,荻窪電話局,,35.704040,139.622440,,,0,5103,,,
5105_1,,荻窪高校,,35.701954,139.620560,,,0,5105,,,
5107_1,,忍川橋,,35.700596,139.618420,,,0,5107,,,
5109_1,,荻窪四丁目,,35.698406,139.617580,,,0,5109,,,
5109_2,,荻窪四丁目,,35.699120,139.617250,,,0,5109,,,
5109_3,,荻窪四丁目,,35.698776,139.616930,,,0,5109,,,
5111_1,,川南,,35.696900,139.617860,,,0,5111,,,
5111_2,,川南,,35.696945,139.617630,,,0,5111,,,
5113_1,,荻窪二丁目,,35.694782,139.618990,,,0,5113,,,
5113_2,,荻窪二丁目,,35.694866,139.618850,,,0,5113,,,
5115_1,,西田小学校,,35.693560,139.619610,,,0,5115,,,
5115_2,,西田小学校,,35.693592,139.619540,,,0,5115,,,
5117_1,,荻窪一丁目,,35.692593,139.619750,,,0,5117,,,
5117_2,,荻窪一丁目,,35.692430,139.619700,,,0,5117,,,
5119_1,,柳窪,,35.690010,139.619100,,,0,5119,,,
5119_2,,柳窪,,35.690470,139.619320,,,0,5119,,,
5119_3,,柳窪,,35.689743,139.619600,,,0,5119,,,
5119_4,,柳窪,,35.689827,139.619490,,,0,5119,,,
5120_0,,日本年金機構入口,,35.689346,139.616241,,,0,5120,,,
5120_2,,日本年金機構入口,,35.689373,139.616150,,,0,5120,,,
5121_1,,井の頭通り,,35.688385,139.617974,,,0,5121,,,
5121_2,,井の頭通り,,35.687835,139.617512,,,0,5121,,,
5123_1,,高井戸東三丁目,,35.685950,139.616210,,,0,5123,,,
5123_2,,高井戸東三丁目,,35.686108,139.616240,,,0,5123,,,
5125_1,,高井戸駅,,35.683395,139.615740,,,0,5125,,,
5125_2,,高井戸駅,,35.683327,139.615500,,,0,5125,,,
5127_1,,浴風会前,,35.680610,139.614800,,,0,5127,,,
5127_2,,浴風会前,,35.680820,139.614610,,,0,5127,,,
5129_1,,高井戸東二丁目,,35.679478,139.614650,,,0,5129,,,
5129_2,,高井戸東二丁目,,35.679447,139.614400,,,0,5129,,,
5131_1,,中の橋,,35.675655,139.614060,,,0,5131,,,
5131_2,,中の橋,,35.676807,139.614030,,,0,5131,,,
5133_1,,上北沢五丁目,,35.674330,139.613800,,,0,5133,,,
5133_2,,上北沢五丁目,,35.675125,139.613710,,,0,5133,,,
5135_1,,甲州街道,,35.672620,139.613330,,,0,5135,,,
5137_1,,上高井戸一丁目,,35.671936,139.611270,,,0,5137,,,
5139_0,,芦花公園駅,,35.672147,139.608868,,,0,5139,,,
5139_1,,芦花公園駅,,35.671684,139.609160,,,0,5139,,,
5139_2,,芦花公園駅,,35.672333,139.608950,,,0,5139,,,
5141_1,,烏山下宿,,35.671066,139.605260,,,0,5141,,,
5141_2,,烏山下宿,,35.671185,139.605300,,,0,5141,,,
5143_1,,中宿,,35.670242,139.603300,,,0,5143,,,
5143_2,,中宿,,35.670074,139.602280,,,0,5143,,,
5143_3,,中宿,,35.670547,139.602500,,,0,5143,,,
5145_0,,千歳烏山駅,,35.669662,139.600150,,,0,5145,,,
5145_3,,千歳烏山駅,,35.669796,139.601210,,,0,5145,,,
5147_1,,西烏山,,35.668633,139.596880,,,0,5147,,,
5147_2,,西烏山,,35.668823,139.597000,,,0,5147,,,
5149_1,,給田,,35.667385,139.593190,,,0,5149,,,
5149_2,,給田,,35.667526,139.594220,,,0,5149,,,
5151_1,,中給田,,35.669300,139.591630,,,0,5151,,,
5151_2,,中給田,,35.669323,139.591750,,,0,5151,,,
5153_1,,北給田,,35.670886,139.587919,,,0,5153,,,
5153_2,,北給田,,35.671463,139.586790,,,0,5153,,,
5155_1,,給田境,,35.672279,139.584609,,,0,5155,,,
5155_2,,給田境,,35.672497,139.584340,,,0,5155,,,
5157_0,,北野,,35.673278,139.582284,,,0,5157,,,
5157_1,,北野,,35.673418,139.581931,,,0,5157,,,
5157_2,,北野,,35.673714,139.581590,,,0,5157,,,
5177_2,,荻窪橋,,35.700737,139.616880,,,0,5177,,,
5179_2,,東電荻窪支社前,,35.702366,139.616460,,,0,5179,,,
5201_1,,中野三丁目,,35.701893,139.665280,,,0,5201,,,
5201_2,,中野三丁目,,35.702003,139.665200,,,0,5201,,,
5203_1,,中央五丁目,,35.700207,139.661910,,,0,5203,,,
5203_2,,中央五丁目,,35.700256,139.661090,,,0,5203,,,
5205_1,,高円寺南五丁目,,35.700440,139.659438,,,0,5205,,,
5205_2,,高円寺南五丁目,,35.700630,139.658810,,,0,5205,,,
5207_1,,東高円寺駅,,35.697937,139.657320,,,0,5207,,,
5207_2,,東高円寺駅,,35.698143,139.657040,,,0,5207,,,
5209_1,,杉並車庫,,35.697872,139.651210,,,0,5209,,,
5209_2,,杉並車庫,,35.698080,139.652190,,,0,5209,,,
5211_0,,新高円寺駅,,35.697812,139.648705,,,0,5211,,,
5211_1,,新高円寺駅,,35.697727,139.648650,,,0,5211,,,
5211_2,,新高円寺駅,,35.698524,139.649320,,,0,5211,,,
5211_4,,新高円寺駅,,35.698524,139.649370,,,0,5211,,,
